STUDY_ID	SAMPLE_ID	TIA1	TIAL1	TPX2	BRCA1	BRCA2	TP53	AURKA
brca_tcga_pan_can_atlas_2018	TCGA-A7-A56D-01	-2.1922	-0.5001	3.8714	-1.934	-2.323	-2.1131	3.6886
brca_tcga_pan_can_atlas_2018	TCGA-A7-A4SF-01	0.5865	0.2563	3.5862	2.2852	1.2553	0.3767	6.6146
brca_tcga_pan_can_atlas_2018	TCGA-A7-A4SE-01	0.4596	-2.1164	4.9002	-0.9829	2.4564	3.2073	6.4316
brca_tcga_pan_can_atlas_2018	TCGA-A7-A4SD-01	0.6714	1.1373	5.73	2.3625	1.8233	1.4773	4.5154
brca_tcga_pan_can_atlas_2018	TCGA-A7-A4SC-01	0.7224	-2.273	2.0449	0.1933	1.0408	0.02	2.3771
brca_tcga_pan_can_atlas_2018	TCGA-A7-A4SB-01	0.0517	-1.7881	3.3464	1.8152	0.9328	-1.432	3.8529
brca_tcga_pan_can_atlas_2018	TCGA-A7-A4SA-01	0.5202	1.3581	3.6962	-4.1213	0.5398	-0.003	5.3253
brca_tcga_pan_can_atlas_2018	TCGA-A7-A426-01	1.3482	0.849	2.4557	-1.3107	-0.1062	0.5983	2.1665
brca_tcga_pan_can_atlas_2018	TCGA-A7-A425-01	-0.4555	-2.1415	2.9382	1.1404	0.1114	0.033	3.151
brca_tcga_pan_can_atlas_2018	TCGA-A7-A3RF-01	-2.872	-1.5415	2.0058	-0.2288	-0.7188	0.4795	2.1519
brca_tcga_pan_can_atlas_2018	TCGA-A7-A3J1-01	-0.2342	0.1988	1.9822	1.9909	2.4532	0.6192	1.8525
brca_tcga_pan_can_atlas_2018	TCGA-A7-A3J0-01	-0.8914	-0.9055	2.9665	3.0326	1.7766	0.7798	3.2377
brca_tcga_pan_can_atlas_2018	TCGA-A7-A3IZ-01	0.8671	1.6661	3.595	3.0483	1.7663	-0.8117	3.7279
brca_tcga_pan_can_atlas_2018	TCGA-A7-A3IY-01	-0.4705	-0.136	2.2836	1.3621	0.0977	0.4835	2.6746
brca_tcga_pan_can_atlas_2018	TCGA-A7-A2KD-01	0.2706	-1.0201	3.7922	6.483	3.0643	-3.1652	5.477
