STUDY_ID	SAMPLE_ID	TIA1	TIAL1	TPX2	AURKA	BRCA1	BRCA2	TP53
ov_tcga_pan_can_atlas_2018	TCGA-23-2649-01	NA	NA	NA	NA	NA	-0.572505568	-1.566262849
ov_tcga_pan_can_atlas_2018	TCGA-23-2647-01	NA	NA	NA	NA	NA	-0.758022189	-1.673679868
ov_tcga_pan_can_atlas_2018	TCGA-23-2645-01	NA	NA	NA	NA	NA	-0.638895792	-1.709668655
ov_tcga_pan_can_atlas_2018	TCGA-23-2643-01	NA	NA	NA	NA	NA	-0.216846771	-0.708378493
ov_tcga_pan_can_atlas_2018	TCGA-23-2641-01	NA	NA	NA	NA	NA	-0.567298569	-1.817279081
ov_tcga_pan_can_atlas_2018	TCGA-23-2084-01	NA	NA	NA	NA	NA	NA	NA
ov_tcga_pan_can_atlas_2018	TCGA-23-2081-01	NA	NA	NA	NA	NA	-0.772989023	-1.223337392
ov_tcga_pan_can_atlas_2018	TCGA-23-2079-01	NA	NA	NA	NA	NA	-0.744120157	-1.701571219
ov_tcga_pan_can_atlas_2018	TCGA-23-2078-01	NA	NA	NA	NA	NA	-0.568196483	-1.903456626
ov_tcga_pan_can_atlas_2018	TCGA-23-2077-01	NA	NA	NA	NA	NA	-0.601134963	-0.780328418
ov_tcga_pan_can_atlas_2018	TCGA-23-2072-01	NA	NA	NA	NA	NA	NA	NA
ov_tcga_pan_can_atlas_2018	TCGA-23-1809-01	NA	NA	NA	NA	NA	-0.635351074	-1.526284006
ov_tcga_pan_can_atlas_2018	TCGA-23-1124-01	NA	NA	NA	NA	NA	-0.317168366	-0.905532543
ov_tcga_pan_can_atlas_2018	TCGA-23-1123-01	NA	NA	NA	NA	NA	-0.368532892	-1.099476906
ov_tcga_pan_can_atlas_2018	TCGA-23-1122-01	NA	NA	NA	NA	NA	-0.307331878	-1.150731976
ov_tcga_pan_can_atlas_2018	TCGA-23-1121-01	NA	NA	NA	NA	NA	-0.295265272	-1.518776685
ov_tcga_pan_can_atlas_2018	TCGA-23-1120-01	NA	NA	NA	NA	NA	NA	NA
ov_tcga_pan_can_atlas_2018	TCGA-23-1119-01	NA	NA	NA	NA	NA	NA	NA
ov_tcga_pan_can_atlas_2018	TCGA-23-1118-01	NA	NA	NA	NA	NA	NA	NA
ov_tcga_pan_can_atlas_2018	TCGA-23-1117-01	NA	NA	NA	NA	NA	NA	NA
ov_tcga_pan_can_atlas_2018	TCGA-23-1116-01	NA	NA	NA	NA	NA	NA	NA
ov_tcga_pan_can_atlas_2018	TCGA-23-1114-01	NA	NA	NA	NA	NA	NA	NA
ov_tcga_pan_can_atlas_2018	TCGA-23-1113-01	NA	NA	NA	NA	NA	NA	NA
ov_tcga_pan_can_atlas_2018	TCGA-23-1111-01	NA	NA	NA	NA	NA	-0.679798978	-0.883580033
ov_tcga_pan_can_atlas_2018	TCGA-23-1110-01	NA	NA	NA	NA	NA	-0.42988031	-0.84349741
ov_tcga_pan_can_atlas_2018	TCGA-23-1109-01	NA	NA	NA	NA	NA	-0.382775344	-0.823075421
ov_tcga_pan_can_atlas_2018	TCGA-23-1032-01	NA	NA	NA	NA	NA	NA	NA
ov_tcga_pan_can_atlas_2018	TCGA-23-1031-01	NA	NA	NA	NA	NA	NA	NA
ov_tcga_pan_can_atlas_2018	TCGA-23-1030-01	NA	NA	NA	NA	NA	NA	NA
ov_tcga_pan_can_atlas_2018	TCGA-23-1029-01	NA	NA	NA	NA	NA	NA	NA
ov_tcga_pan_can_atlas_2018	TCGA-23-1028-01	NA	NA	NA	NA	NA	NA	NA
ov_tcga_pan_can_atlas_2018	TCGA-23-1027-01	NA	NA	NA	NA	NA	NA	NA
ov_tcga_pan_can_atlas_2018	TCGA-23-1026-01	NA	NA	NA	NA	NA	NA	NA
ov_tcga_pan_can_atlas_2018	TCGA-23-1024-01	NA	NA	NA	NA	NA	NA	NA
ov_tcga_pan_can_atlas_2018	TCGA-23-1023-01	NA	NA	NA	NA	NA	NA	NA
ov_tcga_pan_can_atlas_2018	TCGA-23-1022-01	NA	NA	NA	NA	NA	NA	NA
ov_tcga_pan_can_atlas_2018	TCGA-23-1021-01	NA	NA	NA	NA	NA	NA	NA
ov_tcga_pan_can_atlas_2018	TCGA-20-1687-01	NA	NA	NA	NA	NA	-0.429636751	-0.969409078
ov_tcga_pan_can_atlas_2018	TCGA-20-1686-01	NA	NA	NA	NA	NA	-0.565328533	-1.32244514
ov_tcga_pan_can_atlas_2018	TCGA-20-1685-01	NA	NA	NA	NA	NA	-0.669444715	-1.295236656
ov_tcga_pan_can_atlas_2018	TCGA-20-1684-01	NA	NA	NA	NA	NA	-0.482531261	-0.196763171
ov_tcga_pan_can_atlas_2018	TCGA-20-1683-01	NA	NA	NA	NA	NA	-0.471248338	-1.231085787
ov_tcga_pan_can_atlas_2018	TCGA-20-1682-01	NA	NA	NA	NA	NA	-0.626784289	-1.299730801
ov_tcga_pan_can_atlas_2018	TCGA-13-A5FU-01	NA	NA	NA	NA	NA	NA	0.210270108
ov_tcga_pan_can_atlas_2018	TCGA-13-A5FT-01	NA	NA	NA	NA	NA	NA	-1.393455617
ov_tcga_pan_can_atlas_2018	TCGA-13-2071-01	NA	NA	NA	NA	NA	NA	NA
ov_tcga_pan_can_atlas_2018	TCGA-13-2066-01	NA	NA	NA	NA	NA	-0.520291176	-0.352263865
ov_tcga_pan_can_atlas_2018	TCGA-13-2065-01	NA	NA	NA	NA	NA	-0.812758234	-2.424824353
ov_tcga_pan_can_atlas_2018	TCGA-13-2061-01	NA	NA	NA	NA	NA	-0.097969419	-0.612650736
ov_tcga_pan_can_atlas_2018	TCGA-13-2060-01	NA	NA	NA	NA	NA	-0.700959795	-0.994206415
ov_tcga_pan_can_atlas_2018	TCGA-13-2059-01	NA	NA	NA	NA	NA	-0.471955843	-0.709362186
ov_tcga_pan_can_atlas_2018	TCGA-13-2057-01	NA	NA	NA	NA	NA	NA	NA
ov_tcga_pan_can_atlas_2018	TCGA-13-1819-01	NA	NA	NA	NA	NA	-0.348776763	-0.785457812
ov_tcga_pan_can_atlas_2018	TCGA-13-1817-01	NA	NA	NA	NA	NA	-0.571119696	-1.060373178
ov_tcga_pan_can_atlas_2018	TCGA-13-1512-01	NA	NA	NA	NA	NA	-0.6346344	-0.483388775
ov_tcga_pan_can_atlas_2018	TCGA-13-1511-01	NA	NA	NA	NA	NA	-0.432700606	-0.670925325
ov_tcga_pan_can_atlas_2018	TCGA-13-1510-01	NA	NA	NA	NA	NA	NA	NA
ov_tcga_pan_can_atlas_2018	TCGA-13-1509-01	NA	NA	NA	NA	NA	-0.269640108	-1.517168036
ov_tcga_pan_can_atlas_2018	TCGA-13-1507-01	NA	NA	NA	NA	NA	-0.226889065	-1.886612256
ov_tcga_pan_can_atlas_2018	TCGA-13-1506-01	NA	NA	NA	NA	NA	0.007765184	-1.69856514
ov_tcga_pan_can_atlas_2018	TCGA-13-1505-01	NA	NA	NA	NA	NA	-0.318568861	-1.667183532
ov_tcga_pan_can_atlas_2018	TCGA-13-1504-01	NA	NA	NA	NA	NA	-0.499654735	-0.654241391
ov_tcga_pan_can_atlas_2018	TCGA-13-1501-01	NA	NA	NA	NA	NA	-0.487347136	-1.359825124
ov_tcga_pan_can_atlas_2018	TCGA-13-1500-01	NA	NA	NA	NA	NA	-0.523992492	-0.833705682
ov_tcga_pan_can_atlas_2018	TCGA-13-1499-01	NA	NA	NA	NA	NA	-0.197986462	-0.576963909
ov_tcga_pan_can_atlas_2018	TCGA-13-1498-01	NA	NA	NA	NA	NA	-0.347499102	-1.346125128
ov_tcga_pan_can_atlas_2018	TCGA-13-1497-01	NA	NA	NA	NA	NA	NA	NA
ov_tcga_pan_can_atlas_2018	TCGA-13-1496-01	NA	NA	NA	NA	NA	-0.504883077	-0.691645572
