STUDY_ID	SAMPLE_ID	TIA1	TIAL1	TPX2	AURKA	BRCA1	BRCA2	TP53
ov_tcga_pan_can_atlas_2018	TCGA-24-1567-01	0	0.067	0.007	0.772	-0.891	0.014	-0.891
ov_tcga_pan_can_atlas_2018	TCGA-24-1565-01	-0.013	0.036	0.08	0.08	0.091	-0.011	0.139
ov_tcga_pan_can_atlas_2018	TCGA-24-1564-01	0.063	0.324	-0.017	-0.037	-0.218	-0.26	1.02
ov_tcga_pan_can_atlas_2018	TCGA-24-1563-01	-0.129	-0.054	0.011	0.057	-0.762	-0.77	-0.789
ov_tcga_pan_can_atlas_2018	TCGA-24-1562-01	-0.022	0.008	0.008	0.008	-0.747	-0.004	-0.747
ov_tcga_pan_can_atlas_2018	TCGA-24-1560-01	0.407	0.007	0.017	0.017	-0.488	-0.504	-0.488
ov_tcga_pan_can_atlas_2018	TCGA-24-1558-01	-0.122	-0.026	0.523	0.542	-0.667	-1.29	0.418
ov_tcga_pan_can_atlas_2018	TCGA-24-1557-01	0.181	-0.61	0.564	2.01	-0.584	-0.058	-0.584
ov_tcga_pan_can_atlas_2018	TCGA-24-1556-01	0.924	-0.621	0.48	-0.042	-0.1	-0.029	0.055
ov_tcga_pan_can_atlas_2018	TCGA-24-1555-01	-0.007	0.003	-0.019	-0.035	-0.758	-0.848	-0.881
ov_tcga_pan_can_atlas_2018	TCGA-24-1553-01	0.546	0.557	0.539	0.553	-0.626	-0.06	-0.017
ov_tcga_pan_can_atlas_2018	TCGA-24-1552-01	0.542	-0.524	0.602	0.056	-0.548	-0.567	-0.557
ov_tcga_pan_can_atlas_2018	TCGA-24-1551-01	-0.035	-0.748	0.632	-0.013	-0.726	-0.754	0.002
ov_tcga_pan_can_atlas_2018	TCGA-24-1550-01	-0.005	0.044	0.649	1.31	-0.658	-0.703	-0.674
ov_tcga_pan_can_atlas_2018	TCGA-24-1549-01	-0.009	-0.727	-0.049	-0.814	-0.771	-0.807	-0.823
ov_tcga_pan_can_atlas_2018	TCGA-24-1548-01	0.079	0.638	1.73	0.632	-0.596	-1.17	-0.596
ov_tcga_pan_can_atlas_2018	TCGA-24-1546-01	0.012	0.005	0.016	0.569	-0.385	-0.459	-0.012
ov_tcga_pan_can_atlas_2018	TCGA-24-1545-01	0	0.06	0.378	0.378	-0.358	-0.378	-0.377
ov_tcga_pan_can_atlas_2018	TCGA-24-1544-01	0.511	0.072	1.14	1.2	-0.519	-0.597	-0.528
ov_tcga_pan_can_atlas_2018	TCGA-24-1474-01	0.387	-0.209	1.23	1.23	-0.049	-0.574	1.54
